Stop;Longitude;Latitude;Ort
30390;12,96072;50,62829;
30391;12,95939;50,62843;
30392;12,95867;50,62843;
30393;12,95797;50,62836;
30394;12,95226;50,62726;
30395;12,95215;50,62722;
30396;12,95185;50,62714;
30397;12,95131;50,62695;
30398;12,94985;50,62626;
30399;12,94951;50,62615;
30400;12,94939;50,62613;
30401;12,94906;50,62611;
30402;12,94872;50,62617;
30403;12,94856;50,62623;
30404;12,94825;50,6264;
30405;12,94803;50,62662;
30406;12,94755;50,62731;
30407;12,94747;50,62737;
30408;12,94731;50,62752;
30409;12,94717;50,62763;
30410;12,94683;50,62783;
30411;12,94661;50,62793;
30412;12,94585;50,62819;
30413;12,94533;50,62833;
30414;12,94484;50,62841;
30415;12,94465;50,62842;
30416;12,94439;50,62841;
30417;12,94426;50,62839;
30418;12,94368;50,62825;
30419;12,94356;50,62821;
30420;12,94347;50,62819;
30421;12,94327;50,62812;
30422;12,93825;50,62588;
30423;12,93805;50,62582;
30424;12,93789;50,62579;
30425;12,9376;50,62576;
30426;12,93737;50,62576;
30427;12,93704;50,6258;
30428;12,93634;50,626;
30429;12,93602;50,62606;
30430;12,9359;50,62607;
30431;12,93542;50,62604;
30432;12,93526;50,626;
30433;12,93465;50,62573;
30434;12,9345;50,62569;
30435;12,93431;50,62566;
30436;12,93379;50,62571;
30437;12,93101;50,62639;
30438;12,93083;50,62641;
30439;12,93061;50,62641;
30440;12,93043;50,62639;
30441;12,93011;50,62632;
30442;12,92877;50,62592;
30443;12,92836;50,6264;
30444;12,92824;50,62661;
30445;12,9282;50,62677;
30446;12,92779;50,62666;
30447;12,92712;50,62653;
30448;12,92664;50,62662;
30449;12,9266;50,62662;
30450;12,9253;50,62687;
30451;12,92512;50,62689;
30452;12,92489;50,62689;
30453;12,92485;50,62684;
30454;12,92478;50,62679;
30455;12,92427;50,62699;
30456;12,92379;50,62708;
30457;12,92318;50,62707;
30458;12,92299;50,62703;
30459;12,92255;50,6269;
30460;12,92241;50,62688;
30461;12,92189;50,62696;
30462;12,9218;50,62696;
30463;12,92173;50,62695;
30464;12,92134;50,62679;
30465;12,9211;50,62673;
30466;12,92026;50,62643;
30467;12,92014;50,62651;
30468;12,91952;50,62619;
30469;12,91938;50,62624;
30470;12,91899;50,62631;
30471;12,91878;50,62632;
30472;12,91765;50,6263;
30473;12,91647;50,62622;
30474;12,91664;50,62578;
30475;12,91645;50,62576;
30476;12,91387;50,62518;
30477;12,91328;50,62514;
30478;12,90908;50,6253;
30479;12,909;50,62531;
30480;12,90806;50,62534;
30481;12,90787;50,62533;
30482;12,90732;50,62526;
30483;12,88954;50,62151;
30484;12,8878;50,62118;
30485;12,88716;50,62111;
30486;12,8813;50,6207;
30487;12,87744;50,62034;
30488;12,87025;50,61978;
30489;12,86956;50,61976;
30490;12,86658;50,6195;
30491;12,86573;50,61947;
30492;12,86511;50,61952;
30493;12,85809;50,6208;
30494;12,85776;50,62089;
30495;12,85694;50,62118;
30496;12,85605;50,62156;
30497;12,85559;50,62167;
30498;12,85541;50,6217;
30499;12,85493;50,62172;
30500;12,85413;50,6217;
30501;12,85359;50,62174;
30502;12,85289;50,62188;
30503;12,85058;50,62251;
30504;12,85016;50,62258;
30505;12,84983;50,62261;
30506;12,84932;50,62262;
30507;12,84864;50,62257;
30508;12,84693;50,6223;
30509;12,84613;50,62213;
30510;12,84565;50,622;
30511;12,8451;50,62181;
30512;12,845;50,62188;
30513;12,84343;50,6225;
30514;12,84331;50,62261;
30515;12,8432;50,62293;
30516;12,84314;50,62302;
30517;12,84302;50,62308;
30518;12,84039;50,62389;
30519;12,84004;50,62397;
30520;12,83915;50,6241;
30521;12,83828;50,62427;
30522;12,83795;50,62437;
30523;12,83568;50,62518;
30524;12,83527;50,6253;
30525;12,83521;50,6253;
30526;12,83516;50,62528;
30527;12,83507;50,62523;
30528;12,83456;50,62484;
30529;12,83451;50,62478;
30530;12,83448;50,62472;
30531;12,83448;50,62464;
30532;12,83452;50,62454;
30533;12,83462;50,62435;
30534;12,83464;50,62429;
30535;12,83464;50,62424;
30536;12,83462;50,62419;
30537;12,83455;50,62413;
30538;12,83446;50,62407;
30539;12,83424;50,62398;
30540;12,833;50,62367;
30541;12,83112;50,62326;
30542;12,83094;50,62319;
30543;12,83092;50,62317;
30544;12,83091;50,62314;
30545;12,83091;50,62311;
30546;12,8309;50,62308;
30547;12,83086;50,62304;
30548;12,83042;50,62295;
30549;12,83016;50,62316;
30550;12,83004;50,62329;
30551;12,82965;50,6238;
30552;12,82911;50,62477;
30553;12,82819;50,62629;
30554;12,82794;50,62679;
30555;12,82773;50,62704;
30556;12,82765;50,62711;
30557;12,82715;50,62745;
30558;12,8263;50,62793;
30559;12,82608;50,62809;
30560;12,82579;50,62833;
30561;12,82564;50,62827;
30562;12,82545;50,62823;
30563;12,82515;50,62824;
30564;12,82437;50,62843;
30565;12,82131;50,62899;
30566;12,82111;50,62901;
30567;12,81786;50,62913;
30568;12,81453;50,62971;
30569;12,81441;50,62974;
30570;12,81246;50,62999;
30571;12,81185;50,63003;
30572;12,81147;50,63003;
30573;12,81046;50,62998;
30574;12,81028;50,63001;
30575;12,81017;50,63005;
30576;12,80812;50,6287;
30577;12,80772;50,62837;
30578;12,8073;50,62779;
30579;12,80723;50,62761;
30580;12,80713;50,62744;
30581;12,80675;50,62721;
30582;12,80667;50,62714;
30583;12,80661;50,62707;
30584;12,80571;50,62648;
30585;12,80558;50,62637;
30586;12,80538;50,62609;
30587;12,80475;50,6249;
30588;12,80456;50,62464;
30589;12,80437;50,62448;
30590;12,80411;50,62434;
30591;12,80396;50,62423;
30592;12,8036;50,62376;
30593;12,80263;50,62388;
30594;12,80209;50,624;
30595;12,80121;50,62435;
30596;12,79839;50,62514;
30597;12,79778;50,62525;
30598;12,79391;50,62572;
30599;12,79347;50,62573;
30600;12,79141;50,62561;
30601;12,79124;50,62558;
30602;12,78876;50,62542;
30603;12,78817;50,62532;
30604;12,78349;50,62418;
30605;12,78245;50,62376;
30606;12,78229;50,62368;
30607;12,78111;50,62319;
30608;12,78002;50,62281;
30609;12,77944;50,62269;
30610;12,77888;50,62245;
30611;12,77885;50,6224;
30612;12,77882;50,62232;
30613;12,77884;50,62223;
30614;12,77885;50,6221;
30615;12,77882;50,62183;
30616;12,77794;50,62193;
30617;12,77571;50,62227;
30618;12,77525;50,62227;
30619;12,77453;50,62216;
30620;12,77399;50,62204;
30621;12,7737;50,62201;
30622;12,77343;50,62192;
30623;12,77019;50,62129;
30624;12,76842;50,62111;
30625;12,76755;50,62097;
30626;12,76558;50,62053;
30627;12,76314;50,61968;
30628;12,76271;50,61959;
30629;12,76209;50,6197;
30630;12,76171;50,61972;
30631;12,76105;50,6197;
30632;12,75952;50,61945;
30633;12,75856;50,61922;
30634;12,75801;50,61918;
30635;12,7575;50,61923;
30636;12,75723;50,61923;
30637;12,75503;50,61912;
30638;12,7541;50,61899;
30639;12,75391;50,61898;
30640;12,75331;50,61901;
30641;12,75197;50,61915;
30642;12,75059;50,6195;
30643;12,74889;50,61988;
30644;12,74902;50,61967;
30645;12,74903;50,61961;
30646;12,74901;50,61956;
30647;12,74895;50,61946;
30648;12,74879;50,61933;
30649;12,7485;50,61906;
30650;12,74826;50,6188;
30651;12,74817;50,6184;
30652;12,74812;50,6183;
30653;12,74799;50,61824;
30654;12,74781;50,61822;
30655;12,74635;50,61794;
30656;12,74614;50,61792;
30657;12,74594;50,61788;
30658;12,74565;50,61779;
30659;12,74531;50,6176;
30660;12,74504;50,61747;
30661;12,74488;50,61737;
30662;12,74446;50,61717;
30663;12,74437;50,61711;
30664;12,74433;50,61702;
30665;12,74435;50,61692;
30666;12,74435;50,6168;
30667;12,74377;50,61632;
30668;12,74337;50,61607;
30669;12,74117;50,61507;
30670;12,73975;50,6145;
30671;12,73903;50,61429;
30672;12,73697;50,61383;
30673;12,73673;50,61384;
30674;12,73655;50,61383;
30675;12,73608;50,61375;
30676;12,7354;50,61354;
30677;12,73418;50,61329;
30678;12,73206;50,613;
30679;12,73;50,61291;
30680;12,72946;50,61284;
30681;12,72776;50,61254;
30682;12,72598;50,61217;
30683;12,72557;50,61196;
30684;12,72507;50,61266;
30685;12,72351;50,61288;
30686;12,72297;50,61304;
30687;12,72284;50,61275;
30688;12,72279;50,61258;
30689;12,72261;50,61211;
30690;12,72226;50,6114;
30691;12,72227;50,61131;
30692;12,722;50,61089;
30693;12,72178;50,61045;
30694;12,72161;50,61006;
30695;12,72153;50,60996;
30696;12,72143;50,60975;
30697;12,72133;50,60958;
30698;12,72078;50,60891;
30699;12,7206;50,60851;
30700;12,72047;50,60813;
30701;12,72008;50,60718;
30702;12,71994;50,60693;
30703;12,71979;50,60673;
30704;12,71938;50,6063;
30705;12,7191;50,60604;
30706;12,71901;50,60594;
30707;12,71886;50,60565;
30708;12,71847;50,60473;
30709;12,71827;50,60331;
30710;12,7182;50,60312;
30711;12,71807;50,60284;
30712;12,71788;50,60253;
30713;12,71713;50,60142;
30714;12,71657;50,60043;
30715;12,71642;50,60023;
30716;12,71627;50,60007;
30717;12,71606;50,59991;
30718;12,71587;50,5998;
30719;12,71545;50,59962;
30720;12,7146;50,59935;
30721;12,71439;50,59927;
30722;12,71417;50,59916;
30723;12,71404;50,59906;
30724;12,71379;50,59883;
30725;12,71301;50,5979;
30726;12,7127;50,59757;
30727;12,71241;50,59731;
30728;12,71222;50,59717;
30729;12,71205;50,59707;
30730;12,70991;50,59612;
30731;12,70942;50,59586;
30732;12,70905;50,59574;
30733;12,70875;50,59571;
30734;12,70233;50,59539;
30735;12,70204;50,59535;
30736;12,70162;50,59526;
30737;12,70138;50,59519;
30738;12,70079;50,59495;
30739;12,70053;50,59481;
30740;12,70009;50,59448;
30741;12,69997;50,59436;
30742;12,69986;50,59423;
30743;12,69947;50,59362;
30744;12,69936;50,59341;
30745;12,69934;50,59327;
30746;12,69934;50,59318;
30747;12,6994;50,59272;
30748;12,69946;50,59243;
30749;12,69958;50,59205;
30750;12,69978;50,59155;
30751;12,69978;50,59149;
30752;12,69976;50,59143;
30753;12,69961;50,59131;
30754;12,69941;50,59119;
30755;12,69926;50,59107;
30756;12,69838;50,59047;
30757;12,69804;50,59019;
30758;12,69771;50,58986;
30759;12,69745;50,58955;
30760;12,69722;50,58921;
30761;12,69699;50,58904;
30762;12,69678;50,58915;
30763;12,6967;50,58896;
30764;12,69667;50,58894;
30765;12,69663;50,5889;
30766;12,69651;50,58852;
30767;12,69642;50,58834;
30768;12,6964;50,58827;
30769;12,69639;50,58806;
30770;12,69644;50,58782;
30771;12,69649;50,58767;
30772;12,69656;50,58754;
30773;12,69673;50,58733;
30774;12,69699;50,58708;
30775;12,6964;50,58684;
30776;12,69796;50,58493;
30777;12,69628;50,58444;
30778;12,69534;50,584;
30779;12,69457;50,58345;
30780;12,69423;50,58316;
30781;12,69399;50,58304;
30782;12,69357;50,58288;
30783;12,69309;50,58274;
30784;12,69274;50,58257;
30785;12,69256;50,58244;
30786;12,69237;50,58225;
30787;12,69221;50,58205;
30788;12,68985;50,58229;
30789;12,68954;50,5823;
30790;12,68925;50,58229;
30791;12,68864;50,58221;
30792;12,68791;50,582;
30793;12,68752;50,58186;
30794;12,68707;50,58173;
30795;12,68712;50,58158;
30796;12,68663;50,58123;
30797;12,68559;50,58076;
30798;12,68529;50,58065;
30799;12,68484;50,58057;
30800;12,6846;50,58057;
30801;12,68429;50,58059;
30802;12,68374;50,58069;
30803;12,68354;50,5807;
30804;12,6813;50,58048;
30805;12,68119;50,58048;
30806;12,67755;50,58096;
30807;12,67466;50,58112;
30808;12,67292;50,58117;
30809;12,67279;50,5812;
30810;12,67194;50,58122;
30811;12,67135;50,58128;
30812;12,67122;50,58132;
30813;12,67104;50,58141;
30814;12,67093;50,58145;
30815;12,67081;50,58147;
30816;12,6707;50,58146;
30817;12,67063;50,58144;
30818;12,67056;50,58141;
30819;12,67045;50,58134;
30820;12,67022;50,58122;
30821;12,66978;50,58109;
30822;12,66945;50,58103;
30823;12,66916;50,58106;
30824;12,66889;50,58114;
30825;12,66856;50,58127;
30826;12,66838;50,58129;
30827;12,6681;50,58128;
30828;12,66748;50,58121;
30829;12,66662;50,58116;
30830;12,66596;50,58118;
30831;12,6651;50,58127;
30832;12,66457;50,58128;
30833;12,66439;50,5813;
30834;12,66398;50,58126;
30835;12,66344;50,58117;
30836;12,66257;50,58092;
30837;12,66241;50,58086;
30838;12,6622;50,58074;
30839;12,66214;50,58066;
30840;12,66193;50,58022;
30841;12,66182;50,58006;
30842;12,66178;50,57995;
30843;12,66172;50,57985;
30844;12,66141;50,57942;
30845;12,66133;50,57933;
30846;12,66118;50,57921;
30847;12,66047;50,57876;
30848;12,65927;50,57774;
30849;12,65918;50,57761;
30850;12,65902;50,57732;
30851;12,65896;50,57715;
30852;12,65888;50,57684;
30853;12,65884;50,57586;
30854;12,65885;50,57577;
30855;12,65876;50,57487;
30856;12,65863;50,57427;
30857;12,6586;50,57419;
30858;12,6584;50,57381;
30859;12,65826;50,57361;
30860;12,65822;50,57357;
30861;12,65811;50,5735;
30862;12,65755;50,57331;
30863;12,65739;50,57331;
30864;12,65727;50,57316;
30865;12,65667;50,57252;
30866;12,65656;50,57243;
30867;12,65646;50,57238;
30868;12,65636;50,57238;
30869;12,65631;50,57237;
30870;12,65621;50,5723;
30871;12,65559;50,5717;
30872;12,65498;50,57125;
30873;12,65484;50,57112;
30874;12,65454;50,57071;
30875;12,65438;50,57059;
30876;12,65375;50,57037;
30877;12,65322;50,5701;
30878;12,65244;50,56958;
30879;12,65224;50,56943;
30880;12,65141;50,569;
30881;12,65118;50,56885;
30882;12,65056;50,56833;
30883;12,64966;50,56794;
30884;12,64912;50,56774;
30885;12,6482;50,56725;
30886;12,64763;50,56689;
30887;12,64646;50,56605;
30888;12,6456;50,56548;
30889;12,64535;50,56528;
30890;12,64517;50,56511;
30891;12,64503;50,56495;
30892;12,64434;50,56426;
30893;12,6442;50,56417;
30894;12,64408;50,56412;
30895;12,64348;50,56395;
30896;12,64312;50,56379;
30897;12,64239;50,56351;
30898;12,64222;50,56343;
30899;12,64176;50,56327;
30900;12,64162;50,5632;
30901;12,64143;50,56308;
30902;12,64028;50,5622;
30903;12,64026;50,56215;
30904;12,64025;50,562;
30905;12,64019;50,56193;
30906;12,64005;50,56186;
30907;12,63987;50,56167;
30908;12,63977;50,56153;
30909;12,63966;50,5614;
30910;12,63958;50,56134;
30911;12,63907;50,56102;
30912;12,63757;50,56053;
30913;12,63744;50,56045;
30914;12,6373;50,56029;
30915;12,63692;50,55996;
30916;12,63668;50,55988;
30917;12,63629;50,55983;
30918;12,63593;50,55976;
30919;12,63589;50,55967;
30920;12,6355;50,5594;
30921;12,63467;50,55894;
30922;12,63347;50,55845;
30923;12,63338;50,55847;
30924;12,63302;50,55849;
30925;12,63275;50,55847;
30926;12,63191;50,55833;
30927;12,63146;50,5583;
30928;12,63124;50,55832;
30929;12,63117;50,55837;
30930;12,63116;50,55846;
30931;12,6306;50,55814;
30932;12,62886;50,55723;
30933;12,62871;50,55733;
30934;12,6286;50,55739;
30935;12,62836;50,55748;
30936;12,62785;50,5576;
30937;12,62603;50,5579;
30938;12,62533;50,55796;
30939;12,62136;50,55816;
30940;12,62042;50,55827;
30941;12,61941;50,55833;
30942;12,61875;50,55829;
30943;12,61782;50,55814;
30944;12,6172;50,558;
30945;12,61396;50,55698;
30946;12,61227;50,55664;
30947;12,61219;50,55664;
30948;12,61199;50,55661;
30949;12,61169;50,55659;
30950;12,61114;50,55662;
30951;12,61078;50,55667;
30952;12,61051;50,55673;
30953;12,60703;50,55769;
30954;12,60682;50,55776;
30955;12,60678;50,55778;
30956;12,60671;50,55783;
30957;12,60667;50,55787;
30958;12,60644;50,55766;
30959;12,60614;50,55744;
30960;12,60603;50,55738;
30961;12,60598;50,55734;
30962;12,60592;50,55733;
30963;12,60558;50,55715;
30964;12,60501;50,55691;
30965;12,60455;50,55677;
30966;12,60093;50,55588;
30967;12,59976;50,55554;
30968;12,59656;50,55452;
30969;12,59588;50,55438;
30970;12,59537;50,55431;
30971;12,59472;50,55426;
30972;12,59382;50,55428;
30973;12,5934;50,55432;
30974;12,59192;50,55456;
30975;12,59119;50,55461;
30976;12,59058;50,5546;
30977;12,59003;50,55456;
30978;12,58937;50,55446;
30979;12,58878;50,5543;
30980;12,58841;50,55418;
30981;12,58722;50,55367;
30982;12,58709;50,55359;
30983;12,58659;50,5532;
30984;12,58566;50,55235;
30985;12,58539;50,5522;
30986;12,5848;50,55195;
30987;12,58443;50,55184;
30988;12,58367;50,55166;
30989;12,58316;50,55163;
30990;12,58235;50,5517;
30991;12,58141;50,55184;
30992;12,58056;50,55203;
30993;12,57961;50,55217;
30994;12,57886;50,55224;
30995;12,5783;50,55226;
30996;12,57719;50,55214;
30997;12,57716;50,55213;
30998;12,57643;50,55203;
30999;12,57395;50,5518;
31000;12,57313;50,55178;
31001;12,57097;50,55195;
31002;12,57089;50,55194;
31003;12,56959;50,5519;
31004;12,56892;50,5518;
31005;12,56758;50,55149;
31006;12,56679;50,55127;
31007;12,56595;50,55114;
31008;12,56458;50,55103;
31009;12,56384;50,551;
31010;12,56283;50,5509;
31011;12,56215;50,55077;
31012;12,56095;50,55046;
31013;12,56059;50,55032;
31014;12,56057;50,55032;
31015;12,56006;50,55012;
31016;12,55968;50,5499;
31017;12,55903;50,54942;
31018;12,55842;50,54883;
31019;12,55819;50,54845;
31020;12,5579;50,54779;
31021;12,5575;50,54643;
31022;12,55745;50,5462;
31023;12,55724;50,54577;
31024;12,55699;50,54544;
31025;12,55672;50,54513;
31026;12,55648;50,54492;
31027;12,55622;50,54474;
31028;12,55573;50,54445;
31029;12,55535;50,54427;
31030;12,55446;50,54397;
31031;12,55353;50,54377;
31032;12,55316;50,54372;
31033;12,55115;50,54324;
31034;12,54997;50,54303;
31035;12,54894;50,54296;
31036;12,54734;50,54292;
31037;12,54574;50,54279;
31038;12,54539;50,54278;
31039;12,54225;50,54305;
31040;12,54192;50,54306;
31041;12,54183;50,54305;
31042;12,5417;50,54305;
31043;12,5413;50,543;
31044;12,53886;50,54234;
31045;12,5382;50,54213;
31046;12,53777;50,54197;
31047;12,53698;50,54161;
31048;12,53666;50,54152;
31049;12,53499;50,54125;
31050;12,53471;50,54119;
31051;12,53433;50,54107;
31052;12,53389;50,54086;
31053;12,53213;50,53982;
31054;12,53194;50,53969;
31055;12,53182;50,53956;
31056;12,53172;50,53938;
31057;12,53168;50,53926;
31058;12,53166;50,53913;
31059;12,53166;50,53893;
31060;12,5317;50,53887;
31061;12,53178;50,53846;
31062;12,53179;50,53844;
31063;12,53189;50,53808;
31064;12,53207;50,5376;
31065;12,53207;50,53752;
31066;12,5321;50,5374;
31067;12,5321;50,53734;
31068;12,53211;50,53727;
31069;12,53211;50,53704;
31070;12,53206;50,53677;
31071;12,53196;50,53655;
31072;12,53181;50,53634;
31073;12,5316;50,53612;
31074;12,53136;50,53593;
31075;12,531;50,53569;
31076;12,52972;50,53496;
31077;12,52847;50,53438;
31078;12,52777;50,53402;
31079;12,52761;50,53396;
31080;12,52742;50,53392;
31081;12,52738;50,53392;
31082;12,52733;50,53391;
31083;12,52718;50,53391;
31084;12,52713;50,53392;
31085;12,52708;50,53392;
31086;12,52687;50,534;
31087;12,52645;50,53422;
31088;12,52382;50,53499;
31089;12,52272;50,53544;
31090;12,52246;50,53552;
31091;12,5221;50,53557;
31092;12,51881;50,53578;
31093;12,51795;50,5358;
31094;12,51775;50,53578;
31095;12,51754;50,53574;
31096;12,51715;50,53562;
31097;12,51709;50,53559;
31098;12,51699;50,53556;
31099;12,51679;50,53547;
31100;12,5167;50,53544;
31101;12,51556;50,53484;
31102;12,51534;50,53475;
31103;12,51527;50,53473;
31104;12,5152;50,5347;
31105;12,51511;50,53468;
31106;12,51501;50,53464;
31107;12,5147;50,53455;
31108;12,51371;50,53432;
31109;12,5132;50,53426;
31110;12,51273;50,53425;
31111;12,51227;50,53428;
31112;12,51174;50,5344;
31113;12,51153;50,53447;
31114;12,5113;50,53458;
31115;12,51119;50,53465;
31116;12,51107;50,53475;
31117;12,51101;50,53479;
31118;12,51012;50,53559;
31119;12,50985;50,53579;
31120;12,5096;50,53591;
31121;12,50947;50,53596;
31122;12,50925;50,53602;
31123;12,50916;50,53603;
31124;12,50908;50,53605;
31125;12,50899;50,53606;
31126;12,50881;50,53606;
31127;12,50843;50,53601;
31128;12,50746;50,53583;
31129;12,50736;50,53582;
31130;12,50711;50,53582;
31131;12,50706;50,53583;
31132;12,50702;50,53583;
31133;12,5069;50,53585;
31134;12,50685;50,53585;
31135;12,50678;50,53587;
31136;12,50584;50,53601;
31137;12,50521;50,53605;
31138;12,50359;50,53605;
31139;12,50335;50,53608;
31140;12,49812;50,53719;
31141;12,49738;50,53729;
31142;12,49621;50,53732;
31143;12,49422;50,53718;
31144;12,4938;50,53713;
31145;12,49372;50,5371;
31146;12,49288;50,53693;
31147;12,49257;50,53685;
31148;12,49256;50,53685;
31149;12,49229;50,53678;
31150;12,49188;50,53664;
31151;12,49179;50,53663;
31152;12,48905;50,53553;
31153;12,48807;50,5352;
31154;12,48732;50,53502;
31155;12,48664;50,5349;
31156;12,48419;50,53456;
31157;12,48347;50,53437;
31158;12,48244;50,53401;
31159;12,48112;50,53346;
31160;12,48079;50,53334;
31161;12,48004;50,53319;
31162;12,47978;50,53316;
31163;12,47925;50,53305;
31164;12,47866;50,53288;
31165;12,47858;50,53288;
31166;12,47832;50,53279;
31167;12,47784;50,53266;
31168;12,4765;50,5324;
31169;12,47637;50,53234;
31170;12,47613;50,5323;
31171;12,47589;50,53224;
31172;12,47542;50,53208;
31173;12,47399;50,53146;
31174;12,47365;50,53134;
31175;12,47264;50,53118;
31176;12,47246;50,5311;
31177;12,47123;50,53033;
31178;12,47101;50,53016;
31179;12,47092;50,53007;
31180;12,47084;50,52996;
31181;12,47066;50,52965;
31182;12,47043;50,52919;
31183;12,46991;50,52836;
31184;12,46965;50,52803;
31185;12,46955;50,52793;
31186;12,46919;50,52765;
31187;12,4691;50,52756;
31188;12,46907;50,52754;
31189;12,46905;50,52752;
31190;12,46847;50,52669;
31191;12,46836;50,52658;
31192;12,46755;50,526;
31193;12,46715;50,52576;
31194;12,46686;50,52553;
31195;12,46444;50,52299;
31196;12,46429;50,52286;
31197;12,46411;50,52274;
31198;12,46382;50,52262;
31199;12,46349;50,52253;
31200;12,46161;50,52218;
31201;12,46105;50,52203;
31202;12,46028;50,52175;
31203;12,46027;50,52175;
31204;12,45979;50,52157;
31205;12,45959;50,52152;
31206;12,45826;50,52127;
31207;12,45794;50,52123;
31208;12,45631;50,52112;
31209;12,45615;50,521;
31210;12,45589;50,52088;
31211;12,45567;50,52082;
31212;12,45542;50,5208;
31213;12,45509;50,52084;
31214;12,45494;50,5209;
31215;12,45452;50,52095;
31216;12,45433;50,52096;
31217;12,45404;50,52095;
31218;12,45386;50,52091;
31219;12,45326;50,52069;
31220;12,45311;50,52066;
31221;12,45302;50,52063;
31222;12,4528;50,52058;
31223;12,45255;50,52055;
31224;12,45136;50,52051;
31225;12,45077;50,52056;
31226;12,44995;50,52074;
31227;12,44935;50,52083;
31228;12,44883;50,52088;
31229;12,44825;50,52088;
31230;12,44728;50,52079;
31231;12,44694;50,5207;
31232;12,44674;50,52063;
31233;12,44632;50,5204;
31234;12,44505;50,51963;
31235;12,44491;50,51956;
31236;12,44469;50,51949;
31237;12,44404;50,51937;
31238;12,4425;50,51934;
31239;12,44088;50,51948;
31240;12,43967;50,51963;
31241;12,43921;50,51971;
31242;12,4391;50,51972;
31243;12,43871;50,51971;
31244;12,43811;50,51966;
31245;12,43784;50,51962;
31246;12,43678;50,51933;
31247;12,43608;50,51921;
31248;12,43455;50,51888;
31249;12,43426;50,5188;
31250;12,43401;50,51866;
31251;12,43387;50,51848;
31252;12,43369;50,51828;
31253;12,43358;50,51818;
31254;12,43336;50,51806;
31255;12,43307;50,51799;
31256;12,43299;50,51796;
31257;12,43278;50,51792;
31258;12,43258;50,51794;
31259;12,43249;50,51769;
31260;12,43157;50,51764;
31261;12,42992;50,51745;
31262;12,42944;50,51746;
31263;12,42891;50,51741;
31264;12,4282;50,51729;
31265;12,42535;50,51653;
31266;12,4242;50,516;
31267;12,42364;50,51569;
31268;12,42291;50,51535;
31269;12,42259;50,51513;
31270;12,42212;50,51475;
31271;12,42191;50,51461;
31272;12,42124;50,51438;
31273;12,42065;50,51429;
31274;12,4206;50,51429;
31275;12,42036;50,51426;
31276;12,41968;50,51424;
31277;12,41913;50,51429;
31278;12,41879;50,51438;
31279;12,41863;50,5144;
31280;12,41796;50,51441;
31281;12,41773;50,51443;
31282;12,41755;50,51441;
31283;12,41729;50,51436;
31284;12,41719;50,51432;
31285;12,41707;50,51424;
31286;12,41697;50,51414;
31287;12,4168;50,51394;
31288;12,4167;50,51377;
31289;12,41659;50,51353;
31290;12,41654;50,51327;
31291;12,41644;50,51307;
31292;12,41636;50,51298;
31293;12,41563;50,51236;
31294;12,41532;50,51215;
31295;12,41479;50,5119;
31296;12,4144;50,51176;
31297;12,41421;50,51171;
31298;12,4138;50,51156;
31299;12,41341;50,51136;
31300;12,41284;50,51111;
31301;12,41279;50,51108;
31302;12,4123;50,51089;
31303;12,41193;50,51078;
31304;12,41184;50,51072;
31305;12,41092;50,51074;
31306;12,41028;50,51072;
31307;12,40949;50,51063;
31308;12,40796;50,51034;
31309;12,40625;50,51016;
31310;12,40612;50,50894;
31311;12,40559;50,50898;
31312;12,4055;50,509;
31313;12,40496;50,50922;
31314;12,40488;50,50917;
31315;12,40484;50,50913;
31316;12,40484;50,5091;
31317;12,40478;50,50903;
31318;12,40429;50,50856;
31319;12,40437;50,50844;
31320;12,40469;50,50818;
31321;12,40508;50,50794;
31322;12,40516;50,50788;
31323;12,40519;50,50785;
31324;12,40521;50,50779;
31325;12,40525;50,50771;
31326;12,40531;50,50749;
31327;12,40508;50,50744;
31328;12,40456;50,50729;
31329;12,40425;50,50717;
31330;12,40137;50,50627;
31331;12,40121;50,50616;
31332;12,40089;50,50597;
31333;12,40075;50,50587;
31334;12,40053;50,50564;
31335;12,39999;50,50501;
31336;12,39987;50,50491;
31337;12,39971;50,50473;
31338;12,39945;50,50461;
31339;12,39787;50,50377;
31340;12,39737;50,50337;
31341;12,39731;50,50331;
31342;12,39635;50,5025;
31343;12,3961;50,50231;
31344;12,39563;50,5019;
31345;12,3953;50,50158;
31346;12,39477;50,50085;
31347;12,39462;50,5007;
31348;12,39426;50,50046;
31349;12,39365;50,49998;
31350;12,39332;50,49968;
31351;12,39264;50,49917;
31352;12,3918;50,49839;
31353;12,39044;50,49725;
31354;12,39036;50,49722;
31355;12,39026;50,49721;
31356;12,39013;50,49718;
31357;12,38965;50,49714;
31358;12,38963;50,49713;
31359;12,38945;50,49712;
31360;12,38924;50,49704;
31361;12,38916;50,49699;
31362;12,3891;50,49694;
31363;12,38904;50,49687;
31364;12,38902;50,49681;
31365;12,38896;50,49651;
31366;12,38891;50,49641;
31367;12,38885;50,49635;
31368;12,38801;50,49603;
31369;12,38736;50,49575;
31370;12,38717;50,49564;
31371;12,38684;50,49538;
31372;12,38669;50,49519;
31373;12,38651;50,49488;
31374;12,38622;50,49416;
31375;12,38613;50,49398;
31376;12,38602;50,49383;
31377;12,38503;50,49314;
31378;12,38481;50,49301;
31379;12,38387;50,49232;
31380;12,3837;50,49222;
31381;12,38316;50,49182;
31382;12,38287;50,49158;
31383;12,38283;50,49153;
31384;12,38269;50,4914;
31385;12,38227;50,49087;
31386;12,38214;50,49067;
31387;12,38207;50,49054;
31388;12,3817;50,48948;
31389;12,38134;50,48867;
